id,like,reply,retweet,view,username,text,time,text_clean,text_preprocessed,polarity_score,polarity
621,0,0,0,21,@luvkoomii,gue kek anak ilang di prj,2023-07-12 19:27:08,aku kayak anak hilang di prj,"['kayak', 'anak', 'hilang', 'prj']",-7,negative
622,0,0,0,567,@profilneed,Haloo yg masih cari jastip bluder Cokro PRJ aku open ya batch 3  #cokrobluder #jastipprj #jakartafair #prj #zonauang,2023-07-12 19:24:42,haloo yang masih cari jasa titip bluder cokro prj saya open iya batch,"['haloo', 'cari', 'jasa', 'titip', 'bluder', 'cokro', 'prj', 'open', 'iya', 'batch']",1,positive
623,0,0,0,71,@blissfulwispy,"Efek dari PRJ kemarin luar biasa sekali bikin badan kenceng dan pegal. Gimana ga sakit, pundak dua-duanya bawa gembolan, tangan juga ada tentengan, selama di KRL berdiri terus sambil bawa semua tentengan. Mana belum beresin meja kantor dan packing berkas ",2023-07-12 19:20:52,efek dari prj kemarin luar biasa sekali buat badan kencang dan pegal bagaimana tidak sakit pundak dua duanya bawa gembolan tangan juga ada tentengan selama di kereta listrik berdiri terus sambil bawa semua tentengan mana belum membereskan meja kantor dan packing berkas,"['efek', 'prj', 'kemarin', 'badan', 'kencang', 'pegal', 'sakit', 'pundak', 'dua', 'bawa', 'gembol', 'tangan', 'tenteng', 'kereta', 'listrik', 'diri', 'bawa', 'tenteng', 'beres', 'meja', 'kantor', 'packing', 'berkas']",-21,negative
624,0,0,0,156,@caloncikgu,hari minggu ada yg mau ke prj ga?bareng dong,2023-07-12 19:05:22,hari minggu ada yang mau ke prj tidak bareng-bareng dong,"['minggu', 'prj', 'bareng']",0,neutral
625,0,1,0,152,@sc_hery,"anjing masa tadi di PRJ ada yang nyelak antrian gw di stand ""makan sepuas 35.000""   lu kalo mau beli minuman dari gerobak tuh keluar dulu dari barisan kek, jangan malah berentiin gerobak di dalem barisan   trus tadi pas dia keluar ttp bilang ke gw, ""mba tadi saya di depan mbak""",2023-07-12 19:05:04,anjing masa tadi di prj ada yang nyelak antrean aku di stand makan sepuas kamu jika mau beli minuman dari gerobak itu keluar dulu dari barisan kayak jangan bahkan berentiin gerobak di dalam barisan terus tadi pas dia keluar tetap bilang ke aku mbak tadi saya di depan mbak,"['anjing', 'prj', 'nyelak', 'antre', 'stand', 'makan', 'puas', 'beli', 'minum', 'gerobak', 'baris', 'kayak', 'berentiin', 'gerobak', 'baris', 'pas', 'bilang', 'mbak', 'mbak']",-11,negative
626,0,0,0,26,@mypensil_,Lelah-nya ke PRJ,2023-07-12 19:02:35,lelah nya ke prj,"['lelah', 'nya', 'prj']",-1,negative
627,0,1,0,168,@febryanasli,"butuh 2 tikett prj buatt tanggal 15 juli,kalo ada bisa dm #jakartafair #ndxaka #jonojoni #prj",2023-07-12 18:57:58,butuh tikett prj buatt tanggal juli jika ada bisa direct message,"['butuh', 'tikett', 'prj', 'buatt', 'tanggal', 'juli', 'direct', 'message']",-9,negative
628,1,0,0,16,@xweetsunday,"Jakarta fair dah mau selesai, belum kesana juga lagi ga punya wang",2023-07-12 18:57:17,jakarta fair sudah mau selesai belum kesana juga lagi tidak punya wang,"['jakarta', 'fair', 'selesai', 'kesana', 'wang']",5,positive
629,0,0,0,37,@martabakorins,guyss.. PRJ udah mau berakhir. dari kalian ada yang mampir ke foodtruck kita gak sihhh?,2023-07-12 18:28:52,guy prj sudah mau berakhir dari kalian ada yang mampir ke foodtruck kita enggak sih,"['guy', 'prj', 'mampir', 'foodtruck', 'sih']",-1,negative
630,0,0,0,145,@ceritasei,prj weekday aja rame bener anjr,2023-07-12 18:24:47,prj weekday saja ramai benar anjing,"['prj', 'weekday', 'ramai', 'anjing']",-6,negative
631,0,0,0,40,@PLughas,Lg ngefalin jingle PRJ,2023-07-12 18:00:33,lagi ngefalin jingle prj,"['ngefalin', 'jingle', 'prj']",0,neutral
632,0,1,0,51,@haemchilla,sakit kepala w ke prj naik transum,2023-07-12 17:44:22,sakit kepala aku ke prj naik transum,"['sakit', 'kepala', 'prj', 'transum']",-7,negative
633,0,0,0,54,@gadaiide,Ak lum ke prj ayo ksana,2023-07-12 17:35:59,aku belum ke prj ayo kesana,"['prj', 'ayo', 'kesana']",4,positive
634,0,0,0,74,@tumblrdota,"Wkwkwk mau ke prj malah kejebak macet sama yang lagi pulang kerja, ada-ada aje emang gua punya temen",2023-07-12 17:19:25,wkwk mau ke prj bahkan kejebak macet sama yang lagi pulang kerja ada ada saja memang aku punya teman,"['wkwk', 'prj', 'jebak', 'macet', 'pulang', 'kerja', 'teman']",2,positive
635,0,0,1,160,@taekookrable,"Spg prj kebanyakan cindo bjir ternyata dari mulut ke mulut, pantesan gatau info2nya WKWKW",2023-07-12 17:15:15,sales promotion girl prj kebanyakan cindo bjir ternyata dari mulut ke mulut pantas saja enggak tau infonya wkwk,"['sales', 'promotion', 'girl', 'prj', 'banyak', 'cindo', 'bjir', 'mulut', 'mulut', 'tau', 'info', 'wkwk']",-5,negative
636,0,0,0,109,@jaehykhwanie,SUMPAH PRJ SERU BANGET,2023-07-12 17:11:15,sumpah prj seru banget,"['sumpah', 'prj', 'seru', 'banget']",3,positive
637,0,0,0,46,@ATGCDR,Ke prj aja gimana,2023-07-12 16:56:08,ke prj saja bagaimana,['prj'],0,neutral
638,0,0,1,140,@kagamisbeetch,akhirnya gua ke prj,2023-07-12 16:55:39,akhirnya aku ke prj,['prj'],0,neutral
639,0,0,0,83,@dippyie,prj ramenya ga ngotak,2023-07-12 16:50:42,prj ramainya tidak ngotak,"['prj', 'ramai', 'ngotak']",-2,negative
640,0,0,0,22,@papa_bigwin_nak,Jakarta fair skrg udah rada sepi gak seperti jaman dulu,2023-07-12 16:40:17,jakarta fair sekarang sudah agak sepi enggak seperti jaman dulu,"['jakarta', 'fair', 'sepi', 'jaman']",-2,negative
641,0,2,0,48,@tyynapr,Ke Prj sendirian cegil banget ga sih,2023-07-12 16:40:11,ke prj sendirian cegil banget tidak sih,"['prj', 'cegil', 'banget', 'sih']",0,neutral
642,0,0,0,61,@doyxinhogii,ingpo dongg pland buka lgi kapan pen bngt kesana cuii kmrin tu aku k prj tau ny tnggal ny sama,2023-07-12 15:37:14,ingpo dong pland buka lagi kapan pengen banget kesana cuii kemarin itu saya ke prj tahu nya tnggal nya sama,"['ingpo', 'pland', 'buka', 'ken', 'banget', 'kesana', 'cuii', 'kemarin', 'prj', 'nya', 'tnggal', 'nya']",0,neutral
643,2,0,0,217,@bitspicyy,Pgn nonton skastra di PRJ ,2023-07-12 15:20:47,pengen menonton skastra di prj,"['ken', 'tonton', 'skastra', 'prj']",-4,negative
644,0,0,0,40,@ddaciduci,Plis tj ke prj penuh terusss,2023-07-12 15:13:50,tolong tj ke prj penuh terus,"['tolong', 'tj', 'prj', 'penuh']",-4,negative
645,0,0,0,120,@sc_hery,Seneng banget mau ke PRJ trus lewat ASJ wkwkwk ,2023-07-12 15:08:21,senang banget mau ke prj terus lewat asj wkwk,"['senang', 'banget', 'prj', 'asj', 'wkwk']",3,positive
646,0,0,0,61,@erxnsis,sp yg hari ni ke prj temenin w nonton parade hujan plis juseyo huehuehue,2023-07-12 14:33:21,siapa yang hari ini ke prj temani aku menonton parade hujan tolong juseyo huehuehue,"['prj', 'teman', 'tonton', 'parade', 'hujan', 'tolong', 'juseyo', 'huehuehue']",-4,negative
647,0,0,0,71,@erxnsis,sp yg mo nonton parade hujan hari ini di prj,2023-07-12 14:24:52,siapa yang mau menonton parade hujan hari ini di prj,"['tonton', 'parade', 'hujan', 'prj']",-4,negative
648,0,0,0,20,@thetaleofyours,Ini mah konsepnya jalan jalan berkedok 'konsultasi'  Alias konsulnya ga nympe 30 menit langsung gas ke PRJ ,2023-07-12 14:13:50,ini adalah konsepnya jalan jalan berkedok konsultasi alias konsulnya tidak nympe menit langsung gas ke prj,"['konsep', 'jalan', 'jalan', 'kedok', 'konsultasi', 'alias', 'konsul', 'nympe', 'menit', 'langsung', 'gas', 'prj']",0,neutral
649,0,7,0,206,@kyrainanzz,yg jastip prj tgl 15 agustus tolong hadir krn aku mau nitip bnb,2023-07-12 14:07:54,yang jasa titip prj tanggal agustus tolong hadir karena saya mau menitip bnb,"['jasa', 'titip', 'prj', 'tanggal', 'agustus', 'tolong', 'hadir', 'titip', 'bnb']",-3,negative
650,2,1,0,4250,@ipb_menfess,punten kata gwe sih ni yg baru mau ngekos atau asrama mending pd beel1 bantal guling di mrdiy prj cuma dwampat rebuu,2023-07-12 13:51:03,punten kata aku sih ini yang baru mau tinggal di kos atau asrama lebih baik pada beel bantal guling di mrdiy prj cuma dwampat rebuu,"['punten', 'sih', 'tinggal', 'kos', 'asrama', 'beel', 'bantal', 'guling', 'mrdiy', 'prj', 'dwampat', 'rebuu']",-2,negative
651,0,0,0,27,@LasVegaos,AKU MAU BELI MCD NEWJEANSSSSS TAPI UANG NYA BUAT PERGI KE PRJ SHXUHDNS,2023-07-12 13:46:48,saya mau beli mc donalds newjeans tapi uang nya buat pergi ke prj shxuhdns,"['beli', 'mc', 'donalds', 'newjeans', 'uang', 'nya', 'pergi', 'prj', 'shxuhdns']",-3,negative
652,0,0,0,85,@anodaney,WOII ini prj knapa gaada mcdnya si anjincc gue mau mcd newjeans ,2023-07-12 13:41:46,oi ini prj kenapa tidak ada mcdnya sih anjincc aku mau mc donalds newjeans,"['oi', 'prj', 'mcdnya', 'sih', 'anjincc', 'mc', 'donalds', 'newjeans']",0,neutral
653,0,0,0,38,@azzahrachl,Eh eh ayo ke PRJ beli ciki2an.....,2023-07-12 13:27:46,eh eh ayo ke prj beli cikian,"['eh', 'eh', 'ayo', 'prj', 'beli', 'cikian']",3,positive
654,0,1,0,161,@hahaharyn,"Agak nyesel waktu di prj pas stand motor listrik dan mereka nyediain punch machine gitu, teknik mukul bukannya pake hook malah ngestraight, sampe rumah baru inget kalo gue lebih kenceng dipukulan hook",2023-07-12 13:17:12,agak menyesal waktu di prj pas stand motor listrik dan mereka nyediain punch machine begitu teknik mukul bukannya pakai iya bahkan ngestraight sampai rumah baru ingat jika aku lebih kencang dipukulan iya,"['sesal', 'prj', 'pas', 'stand', 'motor', 'listrik', 'nyediain', 'punch', 'machine', 'teknik', 'mukul', 'pakai', 'iya', 'ngestraight', 'rumah', 'kencang', 'pukul', 'iya']",-7,negative
655,0,0,0,20,@heiituakuu,"punya bos bikin geleng2, ke prj mah belinya recehan, lah dia beli vespa 50 jt ",2023-07-12 13:11:40,punya bos buat geleng ke prj adalah belinya recehan lah dia beli vespa juta,"['bos', 'geleng', 'prj', 'beli', 'receh', 'beli', 'vespa', 'juta']",-4,negative
656,0,0,0,51,@paimonangis,mager amat ke prj,2023-07-12 13:07:19,malas amat ke prj,"['malas', 'prj']",-6,negative
657,6,1,0,1554,@mbakbia,Ada yg mau nonton souljah bsk ga di prj? kalo ada mau bareng dund,2023-07-12 13:06:17,ada yang mau menonton souljah besok tidak di prj jika ada mau bareng-bareng dund,"['tonton', 'souljah', 'besok', 'prj', 'bareng', 'dund']",-4,negative
658,0,1,0,123,@KarinaBetawi,PRJ masih buka kaga sih?,2023-07-12 13:04:53,prj masih buka tidak sih,"['prj', 'buka', 'sih']",0,neutral
659,0,1,0,205,@arsurw,"min  @PT_Transjakarta  mau tanya, kalo dari PRJ ke Pinang Ranti di atas jam 10 rutenya gimana ya?",2023-07-12 12:53:31,min transjakarta mau tanya jika dari prj ke pinang ranti di atas jam rutenya bagaimana iya,"['min', 'transjakarta', 'prj', 'pinang', 'ranti', 'jam', 'rute', 'iya']",-2,negative
660,0,1,0,38,@ddoingdoyi,Mumpung ni hari off mau ke prj ah......semoga aman ntar nih gua ke prj,2023-07-12 12:37:38,selagi ini hari off mau ke prj ah semoga aman nanti ini aku ke prj,"['selagi', 'off', 'prj', 'ah', 'moga', 'aman', 'prj']",1,positive
661,0,0,0,7,@capcinlova,mau ke prj tpi duit eobso,2023-07-12 12:34:50,mau ke prj tapi duit eobso,"['prj', 'duit', 'eobso']",0,neutral
662,0,0,0,143,@liceluvr,rekomendasiin jajanan di PRJ dung,2023-07-12 12:32:51,merekomendasikan jajanan di prj dong,"['rekomendasi', 'jajan', 'prj']",0,neutral
663,1,0,0,76,@Shall730417,"Ya hari ini panas banget ga kaya kemarin, aku lagi siap² mau ke Jakarta Fair. Aku belum mam nih rencananya mau mam di sana, selamat makan ya  @A_ZeeJKT48  dan makasih juga papnya kamu makin hari makin cantik aja  #ZeeLetter",2023-07-12 12:23:10,iya hari ini panas banget tidak kayak kemarin saya lagi siap mau ke jakarta fair saya belum makan ini rencananya mau makan di sana selamat makan iya zeejkt dan terima kasih juga papnya kamu makin hari makin cantik saja,"['iya', 'panas', 'banget', 'kayak', 'kemarin', 'jakarta', 'fair', 'makan', 'rencana', 'makan', 'selamat', 'makan', 'iya', 'zeejkt', 'terima', 'kasih', 'papnya', 'cantik']",13,positive
664,0,1,0,129,@str4berrychaa,cari tiket 4 tiket konser prj buat tgl 15 #prj #pekanrayajakarta,2023-07-12 12:15:55,cari tiket tiket konser prj buat tanggal,"['cari', 'tiket', 'tiket', 'konser', 'prj', 'tanggal']",-7,negative
666,0,6,0,279,@abacadafra,Guys ada yangggg buka jastip cokro di prj gak? Mau nitip ,2023-07-12 12:06:45,teman-teman ada yang buka jasa titip cokro di prj enggak mau menitip,"['teman', 'buka', 'jasa', 'titip', 'cokro', 'prj', 'titip']",6,positive
667,0,0,0,61,@unpopulergf,"Kepikiran mau ke prj lg, tp kok ya ke prj mulu gue ya",2023-07-12 12:02:49,terpikirkan mau ke prj lagi tapi kok iya ke prj terus aku iya,"['pikir', 'prj', 'iya', 'prj', 'iya']",-1,negative
668,0,0,0,53,@eva_RANS28,"Kemaren ke prj cuma jajan momogi sm ke whitelab aja, terus mau ke mitraku yg 35k sepuas nya ampuuuuun antrean nyaaaa Gue sm temen gue yg notabenya kesabaran cuma setipia tisu belah jadi 10 mending mundur dulu dehhh",2023-07-12 11:56:55,kemarin ke prj cuma jajan momogi sama ke whitelab saja terus mau ke mitraku yang ke sepuas nya ampun antrean nya aku sama teman aku yang notabenya kesabaran cuma setipia tisu belah jadi lebih baik mundur dulu deh,"['kemarin', 'prj', 'jajan', 'momogi', 'whitelab', 'mitra', 'puas', 'nya', 'ampun', 'antre', 'nya', 'teman', 'notabenya', 'sabar', 'setipia', 'tisu', 'belah', 'mundur', 'deh']",3,positive
669,0,0,0,31,@ifbychange,4 hari lg prj selesai ,2023-07-12 11:46:30,hari lagi prj selesai,"['prj', 'selesai']",2,positive
670,2,0,1,698,@noturexxnx,PRJ masih ada kan? PRJ date yuk.,2023-07-12 11:41:51,prj masih ada kan prj date yuk,"['prj', 'prj', 'date', 'yuk']",4,positive
671,0,0,0,39,@Martha_Ther97,PRJ kenapa gk ada yg jualan lightstick kipop sih kayak ls nct atau exo gtuu ,2023-07-12 11:14:22,prj kenapa gak ada yang jualan lightstick kipop sih seperti ls nct atau exo begitu,"['prj', 'gak', 'jual', 'lightstick', 'kipop', 'sih', 'ls', 'nct', 'exo']",1,positive
672,0,0,0,68,@mirzarmdhn1,Terpantau PRJ masih rame sampe saat ini dan gw belum pernah kesana sama sekali ,2023-07-12 10:48:54,terpantau prj masih ramai sampai saat ini dan aku belum pernah kesana sama sekali,"['pantau', 'prj', 'ramai', 'kesana']",0,neutral
673,0,0,0,17,@serenagrayon,Baiklah saat nya persiapan otw prj dr bbrp minggu lalu,2023-07-12 10:43:16,baiklah saat nya persiapan menuju prj dari beberapa minggu lalu,"['baik', 'nya', 'siap', 'prj', 'minggu']",8,positive
674,0,0,0,27,@blackbitterlife,Sapa yang belum ke Prj ? Ya saya ,2023-07-12 10:36:57,sapa yang belum ke prj iya saya,"['sapa', 'prj', 'iya']",0,neutral
675,0,1,0,137,@TiaraDhaliwal,Gue masih kepikiran snack prj yang chuba,2023-07-12 10:16:19,aku masih terpikirkan makanan ringan prj yang chuba,"['pikir', 'makan', 'ringan', 'prj', 'chuba']",0,neutral
676,0,0,0,17,@pawsbigwin,Ke prj hari ini,2023-07-12 10:15:23,ke prj hari ini,['prj'],0,neutral
677,0,0,0,53,@hoely_fucc,gue dah berapa taun ya gak ke prj,2023-07-12 10:08:16,aku sudah berapa tahun iya enggak ke prj,"['iya', 'prj']",0,neutral
679,0,1,0,176,@nabilbiills," temenin ke prj  ga ah mager, jauh juga  deket tinggal motoran, ntar gua yg maps  yeu anjir *besoknya pas pagi*  ayo katanya prj, lu malah mau pergi  lah w baru balik, jadi hari ini  yauda ayo sorean. Ada feby sama payung teduh, pengen gua makanya. Wkwk dasar adek",2023-07-12 09:52:27,temani ke prj tidak ah malas jauh juga dekat tinggal motoran nanti aku yang maps jijik   besoknya pas pagi ayo katanya prj kamu bahkan mau pergi lah aku baru balik jadi hari ini ya sudah ayo sorean ada feby sama payung teduh mau aku makanya wkwk dasar adik,"['teman', 'prj', 'ah', 'malas', 'tinggal', 'motor', 'maps', 'jijik', 'besok', 'pas', 'pagi', 'ayo', 'prj', 'pergi', 'ya', 'ayo', 'sore', 'feby', 'payung', 'teduh', 'wkwk', 'dasar', 'adik']",-5,negative
680,4,2,0,264,@bcdgef,pengen ke prj lagii,2023-07-12 09:51:33,mau ke prj lagi,['prj'],0,neutral
681,0,1,0,124,@nengteta,"Gabung grup jastip prj, niatnya pengen nitip gimin Lha kok yg di-share ciki-cikian  Liat besok deh, kalo rejeki ya dapat si gimin Kalo nggak ya gapapa",2023-07-12 09:49:35,gabung grup jasa titip prj niatnya mau menitip gimin lah kok yang di bagikan ciki cikian lihat besok deh jika rezeki iya dapat sih gimin jika tidak iya tidak apa apa,"['gabung', 'grup', 'jasa', 'titip', 'prj', 'niat', 'titip', 'gimin', 'bagi', 'cik', 'cikian', 'lihat', 'besok', 'deh', 'rezeki', 'iya', 'sih', 'gimin', 'iya']",-1,negative
682,0,0,0,144,@kevinntngrr,info konser ndx selain prj,2023-07-12 09:36:01,informasi konser ndx selain prj,"['informasi', 'konser', 'ndx', 'prj']",-1,negative
683,0,0,0,12,@kenzobigwin90,Pengen ke PRJ tp belom win ,2023-07-12 09:12:13,mau ke prj tapi belum menang,"['prj', 'menang']",1,positive
684,0,1,0,78,@eleanepark,niat mau ke PRJ sore ini batal krn appointment drg mundur ke sore ,2023-07-12 08:43:55,niat mau ke prj sore ini batal karena appointment dokter gigi mundur ke sore,"['niat', 'prj', 'sore', 'batal', 'appointment', 'dokter', 'gigi', 'mundur', 'sore']",-7,negative
685,0,1,0,41,@nuridaaa13,Besok2 kl pen ke PRJ pas minggu2 terakhir aja. Hhhhh,2023-07-12 08:27:19,besok kalo pengen ke prj pas minggu terakhir saja hem,"['besok', 'kalo', 'ken', 'prj', 'pas', 'minggu', 'hem']",3,positive
686,0,0,0,23,@a_naZt_AsiA,2x ke PRJ trus masih pengen balik ,2023-07-12 08:16:34,kali ke prj terus masih mau balik,"['kali', 'prj']",0,neutral
687,0,0,0,73,@mutaiski,Abis sidang terbitlah org2 ngajakin prj,2023-07-12 06:47:28,habis sidang terbitlah orang mengajak prj,"['habis', 'sidang', 'terbit', 'orang', 'ajak', 'prj']",-1,negative
688,0,0,0,23,@Ehime96,Win today  nak tengok prj last day ,2023-07-12 04:09:11,menang today mau menjenguk prj last hari,"['menang', 'today', 'jenguk', 'prj', 'last']",-1,negative
689,1,0,0,73,@haotjek,prj ad yg jual sekoteng ga si dsni gda yg ena,2023-07-11 23:36:09,prj ada yang jual sekoteng tidak sih disini enggak ada yang enak,"['prj', 'jual', 'sekoteng', 'sih', 'enak']",4,positive
690,0,0,0,38,@parkjysoo,Pengen ke prj lagi beli susu indomilk:') jujur dapet 7 kurang:') rasanya mau beli 4 tas :'),2023-07-11 23:32:14,mau ke prj lagi beli susu indomilk jujur dapat kurang rasanya mau beli tas,"['prj', 'beli', 'susu', 'indomilk', 'jujur', 'beli', 'tas']",-5,negative
691,0,0,0,23,@cicengcurhat,woyy ngakakk bgt!!!  sabtu ini mamah ngajak ke jkt buat PRJ lagi HAHAHAHHA katanya closingan bjir,2023-07-11 23:30:55,oi ngakak banget sabtu ini mamah mengajak ke jakarta buat prj lagi hahahahha katanya penutupan bjir,"['oi', 'ngakak', 'banget', 'sabtu', 'mamah', 'ajak', 'jakarta', 'prj', 'hahahahha', 'tutup', 'bjir']",-7,negative
692,0,1,0,35,@meulmerr,happy banget akhirnya ke prj untuk memburu persnackan,2023-07-11 23:25:53,bahagia banget akhirnya ke prj untuk memburu persnackan,"['bahagia', 'banget', 'prj', 'buru', 'persnackan']",6,positive
693,0,0,0,22,@greenvillenx,punya abang tukang boong anyieng masa awalnya mau liat” lewat prj malah ke bandara cape bngt,2023-07-11 23:23:00,punya abang tukang bohong anyieng masa awalnya mau lihat lewat prj bahkan ke bandara lelah banget,"['abang', 'tukang', 'bohong', 'anyieng', 'lihat', 'prj', 'bandara', 'lelah', 'banget']",-5,negative
694,0,0,0,206,@liceluvr,yang penting besok gue ke PRJ,2023-07-11 23:08:20,yang penting besok aku ke prj,"['besok', 'prj']",0,neutral
695,0,0,0,112,@ichwxn,"PRJ gak seru, gak ada good ponsel.",2023-07-11 23:06:14,prj enggak seru enggak ada good ponsel,"['prj', 'seru', 'good', 'ponsel']",8,positive
696,0,0,0,105,@depresseqd,kngen konser maliq di prj walau hp gue ilang disana,2023-07-11 22:59:13,kangen konser maliq di prj walau handphone aku hilang di sana,"['kangen', 'konser', 'maliq', 'prj', 'handphone', 'hilang']",-4,negative
697,0,0,0,49,@scraltres,"tidak sia² ikut ke prj, kaka gua juga tumben banget ngikut biasa paling ga mau ikut ke tempat² rame (padahal cuma dapet 1 baju)",2023-07-11 22:56:36,tidak kamu ikut ke prj kakak aku juga tumben banget ikut biasa paling tidak mau ikut ke tempat ramai padahal cuma dapat baju,"['prj', 'kakak', 'tumben', 'banget', 'ramai', 'baju']",-2,negative
698,0,0,0,14,@Shanlimr,Ga lagi aku dateng ke PRJ,2023-07-11 22:45:43,tidak lagi saya datang ke prj,['prj'],0,neutral
699,0,7,0,526,@asfgjkla,Kita kyaknya belom ke PRJ yaaaaa  @donutopens   @ramenkuahsoju   @bumsbee   @unhandsome_   @beernadius   @kimchidingin,2023-07-11 22:41:29,kita kayaknya belum ke prj iya,"['kayak', 'prj', 'iya']",-3,negative
700,0,1,0,76,@takkankesana,"Sebenernya jajanan prj sama harganya, cuma trik aja keliatan banyak terus lebih murah brp ribu doang -_-",2023-07-11 22:37:49,sebenarnya jajanan prj sama harganya cuma trik saja kelihatan banyak terus lebih murah berapa ribu doang,"['jajan', 'prj', 'harga', 'trik', 'murah', 'ribu', 'doang']",2,positive
701,0,0,0,81,@gtarmdhnti,Jaga warung liat org abis dari prj bawa ciki 3 ball plastik jadi pengen satu tak beli,2023-07-11 22:31:09,jaga warung lihat orang habis dari prj bawa ciki ball plastik jadi mau satu tidak beli,"['jaga', 'warung', 'lihat', 'orang', 'habis', 'prj', 'bawa', 'cik', 'ball', 'plastik', 'beli']",-1,negative
702,0,1,0,27,@_stdaydrip,kampung hantu prj tuh mayan serem tapi plis lah kenapa jadi gue yg di taro paling belakang,2023-07-11 22:30:01,kampung hantu prj itu lumayan seram tapi tolong lah kenapa jadi aku yang di taro paling belakang,"['kampung', 'hantu', 'prj', 'lumayan', 'seram', 'tolong', 'taro']",-8,negative
703,0,0,0,17,@feuillew,"gua ngga jadi ke prj kayaknya, like anjir mau jadi manusia sibuk minggu ini",2023-07-11 22:29:24,aku tidak jadi ke prj sepertinya like   mau jadi manusia sibuk minggu ini,"['prj', 'like', 'manusia', 'sibuk', 'minggu']",-2,negative
704,0,0,0,36,@ayyyskaaa,petugas prj salpok sm topi gua,2023-07-11 22:27:29,petugas prj salpok sama topi aku,"['tugas', 'prj', 'salpok', 'topi']",-1,negative
705,0,0,0,34,@cocooclat,abis dari prj omigot cape bgttttt,2023-07-11 22:18:43,habis dari prj omigot lelah banget,"['habis', 'prj', 'omigot', 'lelah', 'banget']",-1,negative
706,0,0,0,13,@onlyyouhaechan,"Btw, bapak direktur ada angin apa ngebolehin orng2 kantor buat ke prj , biasanya kan dipingit wkwkwkkwwk",2023-07-11 22:15:55,ngomong-ngomong bapak direktur ada angin apa membolehkan orang kantor buat ke prj biasanya kan dipingit wkwkwkkwwk,"['ngomong-ngomong', 'direktur', 'angin', 'boleh', 'orang', 'kantor', 'prj', 'pingit', 'wkwkwkkwwk']",5,positive
707,0,1,0,104,@ayyyskaaa,tiket konser prj gua percuma yaampun,2023-07-11 22:08:41,tiket konser prj aku percuma ya ampun,"['tiket', 'konser', 'prj', 'ya', 'ampun']",-2,negative
708,0,0,0,28,@ainocchikaraa,huft capein aja ke prj tp ga muter kemana2 ,2023-07-11 22:04:19,mengeluh capein saja ke prj tapi tidak memuter kemana,"['keluh', 'capein', 'prj', 'puter', 'mana']",0,neutral
709,6,3,0,838,@kawaiinixie,hemat hemat tai abis jg ak sejuta lebih di prj,2023-07-11 21:54:37,hemat hemat tahi habis juga aku sejuta lebih di prj,"['hemat', 'hemat', 'tahi', 'habis', 'juta', 'prj']",-1,negative
710,1,0,1,60,@mlnicciliawti,dia baru balik dari prj langsung kesini demi ceker ya Allah baik bgt anak itu ,2023-07-11 21:53:48,dia baru balik dari prj langsung kesini demi ceker iya allah baik banget anak itu,"['prj', 'langsung', 'kesini', 'ceker', 'iya', 'allah', 'banget', 'anak']",5,positive
711,0,2,0,165,@blissfulwispy,Bluder Cokro tuh enak banget kah? Nganti yang di PRJ dari jam buka sampai isya ga kebagian juga.,2023-07-11 21:47:24,bluder cokro itu enak banget kah ganti yang di prj dari jam buka sampai isya tidak kebagian juga,"['bluder', 'cokro', 'enak', 'banget', 'kah', 'ganti', 'prj', 'jam', 'buka', 'isya', 'bagi']",1,positive
712,0,0,0,61,@dvkomalaa,Pengen ke prj hunting jajanannnnn,2023-07-11 21:37:07,mau ke prj hunting jajanan,"['prj', 'hunting', 'jajan']",0,neutral
713,0,0,0,26,@itstachak,"Tahun kemarin gagal ke prj, tahun ini gabole gagal ke prj ya pls pls pls",2023-07-11 21:29:55,tahun kemarin gagal ke prj tahun ini enggak boleh gagal ke prj iya tolong tolong tolong,"['kemarin', 'gagal', 'prj', 'gagal', 'prj', 'iya', 'tolong', 'tolong', 'tolong']",-20,negative
714,0,0,0,47,@agiueo,mau ke prj tapi cendol gak ya,2023-07-11 21:27:36,mau ke prj tapi cendol enggak iya,"['prj', 'cendol', 'iya']",0,neutral
715,0,0,0,17,@bac0tan_ku,bawa gope ke prj cukup ga ya,2023-07-11 21:24:06,bawa gope ke prj cukup tidak iya,"['bawa', 'gope', 'prj', 'iya']",-2,negative
716,0,0,0,67,@pomoshchnikz,liat ig story orang² di Jakarta Fair keknya seruuu bgt,2023-07-11 21:14:57,lihat instagram cerita orang di jakarta fair kayaknya seru banget,"['lihat', 'instagram', 'cerita', 'orang', 'jakarta', 'fair', 'kayak', 'seru', 'banget']",4,positive
717,0,0,0,20,@tarsidikk,pegel banget jalan jalan di PRJ,2023-07-11 21:06:25,pegal banget jalan jalan di prj,"['pegal', 'banget', 'jalan', 'jalan', 'prj']",0,neutral
